n_vnf,5,time_start,1628420806.3243108,transmission_latency,11.326326608657837,service_latency,12.737767696380615,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420806.3243108,
n_vnf,5,time_start,1628420821.7899885,transmission_latency,12.35935354232788,service_latency,12.359492778778076,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420821.7899885,
n_vnf,5,time_start,1628420836.9462824,transmission_latency,11.20179533958435,service_latency,13.610426425933838,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420836.9462824,
n_vnf,5,time_start,1628420853.288223,transmission_latency,11.176841259002686,service_latency,13.269450187683105,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420853.288223,
n_vnf,5,time_start,1628420869.3028286,transmission_latency,11.752931118011475,service_latency,13.144677639007568,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420869.3028286,
n_vnf,5,time_start,1628420885.1853251,transmission_latency,12.26938247680664,service_latency,12.269416093826294,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420885.1853251,
n_vnf,5,time_start,1628420900.2113538,transmission_latency,11.137602090835571,service_latency,12.44949221611023,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420900.2113538,
n_vnf,5,time_start,1628420915.41991,transmission_latency,11.135977268218994,service_latency,13.63221001625061,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420915.41991,
n_vnf,5,time_start,1628420931.8232286,transmission_latency,11.145745992660522,service_latency,13.232792615890503,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420931.8232286,
n_vnf,5,time_start,1628420947.9060445,transmission_latency,11.242560625076294,service_latency,12.645192861557007,matrix_w,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],start_sys_time,1628420947.9060445,
