time_start,1627938961.9873273,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,2.6929285526275635,matrix_w,[[0.006715099814903832|5.926001330578264e-05|-0.011255548262793775|0.007152869240200058]|[-0.001027649746602606|0.0019728946866860624|0.0017942056640513637|-0.0030410847459236452]|[-0.0011667360469593115|0.0008735755478421899|-0.00015914457136087304|0.0012688785523654873]|[-0.008706875671196908|0.001719421876685453|0.010615158147151988|-0.007869495667708115]],
time_start,1627938973.7879355,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,4.216054439544678,matrix_w,[[-0.0017340804296696005|0.0014408897861464263|0.002712537008544161|-0.0026725852164753306]|[0.007114179459989721|-0.0038100607495611984|-0.00477513718318848|0.001752696972027101]|[-0.005767263671268889|0.0056475979928477076|0.004988336566937934|-0.00381629671733031]|[0.0047435821368001525|-0.0024013367240052503|-0.005331294322374052|0.0012770717300049025]],
time_start,1627938986.993375,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,5.283488750457764,matrix_w,[[-0.004546661975274088|0.007892565948648638|0.002188565379733296|-0.007931681285949966]|[0.004586647525941987|-0.0048766513521323876|-0.0015672113806176598|0.0030065675175978976]|[-0.0016926552490087255|0.003909942386592555|-0.0025897916382566547|-0.0020138673581973836]|[-0.008967987770175942|0.009231195785534205|0.006062983196081749|-0.010541562944024408]],
time_start,1627939001.375072,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,4.004719495773315,matrix_w,[[-0.00019173762802148978|0.0032057425448914173|-0.0008120301966531229|-0.0013101440674916243]|[0.0007596442438404146|0.001508479737717923|-0.0007726989631258356|-0.0020888086576482303]|[0.0017937778425417203|9.047262053245075e-05|-0.0016383631300288398|0.0007571226945428696]|[-0.00015146206685409525|0.00044437509425356415|-0.002178662619850169|0.0008382274643327373]],
time_start,1627939014.2935011,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,3.0861477851867676,matrix_w,[[0.002087826650472917|-0.0006307117174596632|-0.0013568376706136658|-0.001530562892949134]|[0.0005302957228325196|0.0020185864245400253|-0.0008545019716593678|-0.00035829598059584737]|[-0.00032087008728707715|-0.0006739326744798604|0.0024613196022330143|-0.0006119542776689784]|[0.002564466615538781|-0.0008193699474171219|-0.0021035021234803255|0.0003721406071937955]],
time_start,1627939026.414032,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,6.965237140655518,matrix_w,[[0.0010438860238486092|-0.0016944055140129576|0.0025682902419214204|-0.0029692435557448723]|[0.003333605118677954|-0.001847918595510549|0.0028995442907914807|-0.00365246074497638]|[-0.0008366506188386636|0.002355727368543987|-0.0005779578859599116|0.0007940623562559582]|[0.0005508657761533844|0.0015117929283105095|-0.001879856380302476|-0.00019638695017779997]],
time_start,1627939042.3893867,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,4.983879089355469,matrix_w,[[-0.0017297118172969075|0.00039232701971533547|-0.0030950907754222876|0.003254302873307689]|[0.0004817995825327204|-0.0017507177929063334|0.004321442704182557|-0.0014823442541140805]|[-0.0021680846738134337|0.0001430893724537645|0.00024371681944376224|-6.3087765918882e-06]|[0.0005128813264633665|-0.0026843647599125034|0.0004199472867777802|0.0009616267182000493]],
time_start,1627939056.3865328,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,3.6927168369293213,matrix_w,[[0.0021075199908732302|0.0005154602063902089|-0.0022364009808237576|0.0013660677995013418]|[-0.00010507907650524643|0.006602767061383536|-0.01477409552909168|0.008600490043212616]|[0.00027507479967743694|-0.006870884413768936|0.02153877871768782|-0.015264197898643366]|[0.0008965376059840357|-0.009166211168026175|0.021868740138405035|-0.015471435490726817]],
time_start,1627939069.099257,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,3.97945237159729,matrix_w,[[-0.0007289101494591881|0.002593120001608233|-0.0018502554928329653|0.0010133335734552997]|[-0.0005355551848695566|0.0007160498471154228|-0.0027032470487804985|0.0021003476996264694]|[-0.0007709145261525548|6.609049472610668e-05|-0.0002682618247517379|0.0020269917624981936]|[0.002115352002630515|-5.96046405155635e-05|-0.00011738137164269936|-0.00021077736922352178]],
time_start,1627939082.1089354,matrix_w_pre,[[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]|[0.25|0.25|0.25|0.25]],process_time,3.87080454826355,matrix_w,[[-0.0007328158901186467|-0.002721999701160963|0.005010638032359171|-0.0006932850814897692]|[-0.0013025757544846842|-0.0017283715457209956|0.0006680952191227184|0.0016341641010628322]|[0.0008890937327594578|-0.0021326510848546187|0.002792829074549698|-0.002283076062013123]|[0.002126441691206449|-0.001021174415349272|-0.0014594506748465015|0.0004183060428510631]],
